dataset,relative_path,filename,valid,error,keys,poses_shape,trans_shape,betas_shape,dmpls_shape,num_frames,pose_dimensions,fps,gender
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3328, 156]","[3328, 3]",[16],"[3328, 8]",3328,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2692, 156]","[2692, 3]",[16],"[2692, 8]",2692,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2756, 156]","[2756, 3]",[16],"[2756, 8]",2756,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4600, 156]","[4600, 3]",[16],"[4600, 8]",4600,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[474, 156]","[474, 3]",[16],"[474, 8]",474,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[500, 156]","[500, 3]",[16],"[500, 8]",500,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[500, 156]","[500, 3]",[16],"[500, 8]",500,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[493, 156]","[493, 3]",[16],"[493, 8]",493,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[176, 156]","[176, 3]",[16],"[176, 8]",176,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[251, 156]","[251, 3]",[16],"[251, 8]",251,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0013_knocking1_poses.npz,0013_knocking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[868, 156]","[868, 3]",[16],"[868, 8]",868,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0014_knocking2_poses.npz,0014_knocking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[920, 156]","[920, 3]",[16],"[920, 8]",920,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1392, 156]","[1392, 3]",[16],"[1392, 8]",1392,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1628, 156]","[1628, 3]",[16],"[1628, 8]",1628,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1022, 156]","[1022, 3]",[16],"[1022, 8]",1022,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1000, 156]","[1000, 3]",[16],"[1000, 8]",1000,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1101, 156]","[1101, 3]",[16],"[1101, 8]",1101,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0020_lifting_heavy2_poses.npz,0020_lifting_heavy2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1111, 156]","[1111, 3]",[16],"[1111, 8]",1111,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0021_throwing_hard1_poses.npz,0021_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[420, 156]","[420, 3]",[16],"[420, 8]",420,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0023_throwing_hard3_poses.npz,0023_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[502, 156]","[502, 3]",[16],"[502, 8]",502,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0027_jumping1_poses.npz,0027_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[349, 156]","[349, 3]",[16],"[349, 8]",349,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0028_jumping2_poses.npz,0028_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[369, 156]","[369, 3]",[16],"[369, 8]",369,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub108/0030_rom_poses.npz,0030_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[12990, 156]","[12990, 3]",[16],"[12990, 8]",12990,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2858, 156]","[2858, 3]",[16],"[2858, 8]",2858,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2886, 156]","[2886, 3]",[16],"[2886, 8]",2886,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2865, 156]","[2865, 3]",[16],"[2865, 8]",2865,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2805, 156]","[2805, 3]",[16],"[2805, 8]",2805,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[468, 156]","[468, 3]",[16],"[468, 8]",468,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[432, 156]","[432, 3]",[16],"[432, 8]",432,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0006_normal_walk2_poses.npz,0006_normal_walk2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[107, 156]","[107, 3]",[16],"[107, 8]",107,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[438, 156]","[438, 3]",[16],"[438, 8]",438,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[382, 156]","[382, 3]",[16],"[382, 8]",382,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[191, 156]","[191, 3]",[16],"[191, 8]",191,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[200, 156]","[200, 3]",[16],"[200, 8]",200,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[161, 156]","[161, 3]",[16],"[161, 8]",161,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[179, 156]","[179, 3]",[16],"[179, 8]",179,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0013_knocking1_poses.npz,0013_knocking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1022, 156]","[1022, 3]",[16],"[1022, 8]",1022,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0014_knocking2_poses.npz,0014_knocking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[886, 156]","[886, 3]",[16],"[886, 8]",886,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[987, 156]","[987, 3]",[16],"[987, 8]",987,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[957, 156]","[957, 3]",[16],"[957, 8]",957,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[825, 156]","[825, 3]",[16],"[825, 8]",825,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[923, 156]","[923, 3]",[16],"[923, 8]",923,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0020_lifting_heavy2_poses.npz,0020_lifting_heavy2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[901, 156]","[901, 3]",[16],"[901, 8]",901,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0021_catching_and_throwing_poses.npz,0021_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2482, 156]","[2482, 3]",[16],"[2482, 8]",2482,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0022_throwing_hard1_poses.npz,0022_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[350, 156]","[350, 3]",[16],"[350, 8]",350,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0023_throwing_hard2_poses.npz,0023_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[378, 156]","[378, 3]",[16],"[378, 8]",378,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0024_throwing_hard3_poses.npz,0024_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[393, 156]","[393, 3]",[16],"[393, 8]",393,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0025_kicking1_poses.npz,0025_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[343, 156]","[343, 3]",[16],"[343, 8]",343,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0026_kicking2_poses.npz,0026_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[404, 156]","[404, 3]",[16],"[404, 8]",404,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0027_circle_walk_poses.npz,0027_circle_walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2068, 156]","[2068, 3]",[16],"[2068, 8]",2068,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0028_jumping1_poses.npz,0028_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[363, 156]","[363, 3]",[16],"[363, 8]",363,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0029_jumping2_poses.npz,0029_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[381, 156]","[381, 3]",[16],"[381, 8]",381,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0030_scamper_poses.npz,0030_scamper_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2469, 156]","[2469, 3]",[16],"[2469, 8]",2469,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub109/0031_rom_poses.npz,0031_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[11487, 156]","[11487, 3]",[16],"[11487, 8]",11487,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub110/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3023, 156]","[3023, 3]",[16],"[3023, 8]",3023,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub110/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2994, 156]","[2994, 3]",[16],"[2994, 8]",2994,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub110/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2955, 156]","[2955, 3]",[16],"[2955, 8]",2955,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub110/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3087, 156]","[3087, 3]",[16],"[3087, 8]",3087,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub111/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2822, 156]","[2822, 3]",[16],"[2822, 8]",2822,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub111/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2821, 156]","[2821, 3]",[16],"[2821, 8]",2821,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub111/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2893, 156]","[2893, 3]",[16],"[2893, 8]",2893,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub111/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2294, 156]","[2294, 3]",[16],"[2294, 8]",2294,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2914, 156]","[2914, 3]",[16],"[2914, 8]",2914,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2898, 156]","[2898, 3]",[16],"[2898, 8]",2898,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2878, 156]","[2878, 3]",[16],"[2878, 8]",2878,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3042, 156]","[3042, 3]",[16],"[3042, 8]",3042,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[468, 156]","[468, 3]",[16],"[468, 8]",468,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[366, 156]","[366, 3]",[16],"[366, 8]",366,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0006_normal_walk2_poses.npz,0006_normal_walk2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[323, 156]","[323, 3]",[16],"[323, 8]",323,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[361, 156]","[361, 3]",[16],"[361, 8]",361,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[308, 156]","[308, 3]",[16],"[308, 8]",308,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[116, 156]","[116, 3]",[16],"[116, 8]",116,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[124, 156]","[124, 3]",[16],"[124, 8]",124,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[121, 156]","[121, 3]",[16],"[121, 8]",121,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[104, 156]","[104, 3]",[16],"[104, 8]",104,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0013_knocking1_poses.npz,0013_knocking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1182, 156]","[1182, 3]",[16],"[1182, 8]",1182,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0014_knocking2_poses.npz,0014_knocking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1031, 156]","[1031, 3]",[16],"[1031, 8]",1031,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[625, 156]","[625, 3]",[16],"[625, 8]",625,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[633, 156]","[633, 3]",[16],"[633, 8]",633,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[441, 156]","[441, 3]",[16],"[441, 8]",441,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[434, 156]","[434, 3]",[16],"[434, 8]",434,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[599, 156]","[599, 3]",[16],"[599, 8]",599,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0020_lifting_heavy2_poses.npz,0020_lifting_heavy2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[570, 156]","[570, 3]",[16],"[570, 8]",570,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0021_catching_and_throwing_poses.npz,0021_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2752, 156]","[2752, 3]",[16],"[2752, 8]",2752,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0022_throwing_hard1_poses.npz,0022_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[308, 156]","[308, 3]",[16],"[308, 8]",308,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0023_throwing_hard2_poses.npz,0023_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[198, 156]","[198, 3]",[16],"[198, 8]",198,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0024_throwing_hard3_poses.npz,0024_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[212, 156]","[212, 3]",[16],"[212, 8]",212,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0025_kicking1_poses.npz,0025_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[360, 156]","[360, 3]",[16],"[360, 8]",360,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0026_kicking2_poses.npz,0026_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[325, 156]","[325, 3]",[16],"[325, 8]",325,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0027_circle_walk_poses.npz,0027_circle_walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1450, 156]","[1450, 3]",[16],"[1450, 8]",1450,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0028_jumping1_poses.npz,0028_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[388, 156]","[388, 3]",[16],"[388, 8]",388,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0029_jumping2_poses.npz,0029_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[414, 156]","[414, 3]",[16],"[414, 8]",414,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0030_scamper_poses.npz,0030_scamper_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2234, 156]","[2234, 3]",[16],"[2234, 8]",2234,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub112/0031_rom_poses.npz,0031_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[8643, 156]","[8643, 3]",[16],"[8643, 8]",8643,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub113/0000_normal_walk1_poses.npz,0000_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[321, 156]","[321, 3]",[16],"[321, 8]",321,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2840, 156]","[2840, 3]",[16],"[2840, 8]",2840,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2866, 156]","[2866, 3]",[16],"[2866, 8]",2866,156,120.0,male
